[00:00:00] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[00:00:30] 今天这场对话让我感受到了一种冰冻解封后的人间烟火气息
[01:53:12] 就是说我现在没有一个label直接给你
[01:53:15] 对吧
[01:53:16] 不像ImageNet一样
[01:53:18] 我1000个classes
[01:53:19] 那我可以直接去训练一个super ice的学习
[01:53:21] 然后通过这种方式拿到这个representation
[01:53:24] 在过去的时代
[01:53:25] 其实大家做的都是这件事
[01:53:27] 嗯
[01:53:28] 通过1000个class的label
[01:53:29] by the way
[01:53:30] 这1000个class里面有两两百个狗的不同的这个种类啊
[01:53:33] 啊
[01:53:34] 即使这样
[01:53:35] 这是这是为什么
[01:53:36] 为什么因为是那这么强
[01:53:37] 对吧
[01:53:38] 即使这样的分布
[01:53:39] 它还是能让啊
[01:53:40] 我们的神经网络学到很好的表证
[01:53:42] 我觉得这件事情非常非常厉害
[01:53:43] 但是大家也能看到这件事情的局限性
[01:53:45] 一旦你所有的事情都解决了
[01:53:46] 那你怎么去解决
[01:53:47] 你怎么去解决
[01:53:48] 你怎么去解决
[01:53:49] 你怎么去解决
[01:53:50] 一旦你所有的事情都只是super ice learning
[01:53:52] 很多东西你是没办法去刻画的
[01:53:55] 嗯
[01:53:56] 啊
[01:53:57] 因为他学到的东西
[01:53:58] 比如我们现在坐在这里
[01:53:59] 我们看有这些椅子
[01:54:00] 对吧
[01:54:01] 然后我们现在有大量的这些图片
[01:54:03] 啊
[01:54:04] 有不同的椅子
[01:54:05] 啊
[01:54:06] 有些椅子可能比较正常
[01:54:07] 是在我们这种studio里的椅子
[01:54:08] 有可能是在家里的椅子
[01:54:10] 有可能是一些这种设计师的椅子的吧
[01:54:13] 或者说是一个avocado chair
[01:54:15] 一个长得像牛油果的椅子
[01:54:16] 那对于监督学习来说
[01:54:19] 你需要把所有的这一切映射到一个label
[01:54:23] 嗯
[01:54:24] 这个label就叫做椅子
[01:54:25] 啊
[01:54:26] 所以你的network其实要学的这个映射
[01:54:29] 啊
[01:54:30] 其实是非常非常困难的
[01:54:31] 对
[01:54:32] 所以
[01:54:33] 而且它是无穷的映射
[01:54:34] 它是无穷的映射
[01:54:35] 嗯
[01:54:36] 啊
[01:54:37] 所以所以他只能要么去memorize
[01:54:41] 要么去记忆背诵一下你见过的所有的椅子
[01:54:44] 你背给他所有椅子
[01:54:45] 嗯
[01:54:46] 要么就啊
[01:54:48] 这个
[01:54:49] 这个这个通过一些我们叫做spirits correlation
[01:54:52] 就是一些假的一些相关性
[01:54:55] 来告诉你是一个椅子
[01:54:56] 比如说他也许没有看这把椅子
[01:54:58] 但是看的是椅子背后的背景啊
[01:55:00] 然后或者说他觉得哦
[01:55:02] 所有的椅子都会在一个桌子旁边
[01:55:04] 所以他基于这个来有一个决策的分界
[01:55:07] 然后说哎这是一把椅子
[01:55:08] 但这件事情不是我们想要的
[01:55:10] 我们想要做到的事情是
[01:55:12] 从这种非常diverse的viral knowledge里面
[01:55:14] viral observation里面
[01:55:16] 去能够有某种common sense
[01:55:18] 有某种
[01:55:19] 某种这种
[01:55:20] 这种这种
[01:55:21] 这种直觉
[01:55:22] 嗯
[01:55:23] 直觉
[01:55:24] 对或者说某种常理
[01:55:26] 对
[01:55:27] 所以这是一开始大家为什么想要做
[01:55:29] 呃
[01:55:30] 所谓的soft surprise learning
[01:55:31] 或unsurprise learning
[01:55:32] 一个常见的过去的误解是因为
[01:55:34] 呃
[01:55:35] 是是说哎我们要做unsurprise learning
[01:55:37] 是因为给这些数据打标签
[01:55:39] 这件事情
[01:55:40] 太难了太贵了
[01:55:41] 我们需要雇人
[01:55:43] 需要去打label啊
[01:55:45] 花钱花时间
[01:55:46] 我们不想这样做
[01:55:47] 这只是这只是其中的一个很小很小的问题
[01:55:50] 大的问题是
[01:55:51] 在做计算机视觉的人看来啊
[01:55:54] 很早之前大家都知道啊
[01:55:56] 只通过这条路径是没办法
[01:55:59] 给予AI系统这种common sense的
[01:56:01] 嗯
[01:56:02] 所以15 16年的时候大家非常非常有创造力
[01:56:05] 那一段时间其实还是一个蛮有创造力的时代
[01:56:07] 大家会设计出来各种各样乱七八糟的任务啊
[01:56:11] 这些任务比如说你把一张图啊
[01:56:14] 转个90度或者转180度或者转270度
[01:56:17] 你不给这些图一个标签
[01:56:19] 但因为你设计了你你设计了怎么转这些图
[01:56:22] 对吧
[01:56:23] 然后这些图啊
[01:56:25] 会这些图以及他所旋转的角度
[01:56:28] 可以形成一个valid pretext task
[01:56:31] 你就能够去预测这些被转过去的图
[01:56:34] 到底转了多少度
[01:56:36] 这就变成了一个所谓的一个代理的任务
[01:56:39] 嗯
[01:56:40] 类似的代理的任务
[01:56:41] 还有包括给一张图
[01:56:43] 然后把它变成一个灰度的图
[01:56:45] 把它的颜色全去掉
[01:56:47] 但是我又通过我一个神经网络去重构我原来这个颜色
[01:56:51] 相当于从一个灰度图怎么去predict啊
[01:56:54] 怎么去预测每一个object的颜色到底应该是怎么样
[01:56:58] 嗯
[01:56:59] 然后还有还有类似的例子啊
[01:57:01] 这个数不胜数
[01:57:02] 比如说还有另外一个最后一个例子啊
[01:57:04] 再再举一个例子
[01:57:05] 说这个所谓的contacts encoder
[01:57:07] 就是说我现在把图中间挖掉一块把它变白
[01:57:10] 我现在怎么样去训练一个神经网络
[01:57:13] 然后去把这一部分的这个这个cone给它填填进去
[01:57:16] 嗯
[01:57:17] 所有这些pretext task的依据都是说
[01:57:20] 我们现在啊觉得人其实这件事情是可以做的
[01:57:24] 人之所以能做这件事情
[01:57:25] 人之所以知道哎你这张图片到底是转了90度还是180度
[01:57:30] 你这张图片上面的一只蝴蝶啊一个房屋
[01:57:34] 它得有什么颜色
[01:57:35] 或者你可以去预测中间缺失一块的信息
[01:57:39] 这些事情是因为人有基于对于这个物理世界的某种认知
[01:57:45] 他有这个common sense
[01:57:46] 嗯
[01:57:47] 他就能够去猜出来这些被cropped的这些信号
[01:57:50] 被已经损失到的信号啊
[01:57:52] 应该以什么样的方式被重构出来
[01:57:54] 被遮掩的信号
[01:57:55] 对嗯
[01:57:56] 但当初的问题是百花齐放有各种各样的paper
[01:58:00] 嗯
[01:58:01] 然后但是没有一个能打的啊
[01:58:03] 所有的结果都其实很差啊
[01:58:05] 都比ImageNet的这种portraining要差大概可能15到20个点百分点啊
[01:58:13] 所以大家再make一些progress
[01:58:15] 大家再一步一步往前走
[01:58:16] 但是这个距离
[01:58:20] ImageNet能够通过这种supervised learning
[01:58:22] 在large scale这种data上面学到的这种这种label
[01:58:26] 呃有label的情况下学到这种representation还是差的太多太多
[01:58:30] 对吧
[01:58:31] 所以呃我们当初做了一件事情
[01:58:35] 然后这个跟凯文一起做
[01:58:36] 然后这个这个架构叫做叫做moco
[01:58:39] 嗯
[01:58:40] momentum contrast
[01:58:41] 动量对比学习
[01:58:42] 对动量动量对这些中文名字听起来都很有趣
[01:58:45] 对是的是的啊
[01:58:46] 动量对比学习啊
[01:58:48] 呃其实我觉得其实不用深究它里面具具体的这些技术细节
[01:58:52] 因为现在看起来已经很多东西已经不重要了
[01:58:55] 但它总之它是第一个把这种叫做对比学习的这样的一个框架
[01:59:01] 嗯
[01:59:02] 把它真正做work的一一篇论文
[01:59:05] 然后什么是对比学习呢
[01:59:06] 也很简单
[01:59:07] 就是说我们现在在这个representation space
[01:59:10] 这个表征的空间里面有有有不同的点
[01:59:14] 这些点可能是同样的一个object
[01:59:17] 也有可能是完全不一样的object
[01:59:20] 比如说我有好几张关于这个椅子的图片
[01:59:23] 嗯
[01:59:24] 对吧
[01:59:25] 然后也有一些可能是桌子的图片或者是一只猫猫狗狗的图片
[01:59:29] 嗯
[01:59:30] 这些图片都不一样
[01:59:31] 但在这个空间里面我们能够去度量它们的距离
[01:59:35] 或者说我们知道这些所有的不同的椅子
[01:59:38] 它的这种这种图片应该离得更近啊
[01:59:41] 它的representation应该离得更近
[01:59:43] 但是一个椅子跟一只猫它们距离应该更远
[01:59:46] 嗯
[01:59:47] 嗯
[01:59:48] 所以这就是一个对比学习的一个基本的一个逻辑
[01:59:51] 然后这件事情其实也不新
[01:59:53] 这件事情其实也已经做了很多很多年了
[01:59:57] 然后by the way这件事情
[01:59:58] 呃
[01:59:59] 初期的一些论文其实还是杨鲁空第一个跟他的学生啊
[02:00:03] 一起做到的
[02:00:04] 哦
[02:00:05] 对啊
[02:00:06] 很有意思
[02:00:07] 当然在解决的问题不直接是representation learning的问题
[02:00:09] 而是一些metric learning的问题
[02:00:11] 一些一些度量学习的问题
[02:00:13] 啊
[02:00:14] 但是但是没关系啊
[02:00:15] 在这个这是大概是2019年的时候
[02:00:18] 我觉得我们又赋予了这个对比学习一些新的意义
[02:00:21] 当然这件事情也不是这个横空横空出世
[02:00:25] 其实在之前整个领域已经慢慢在往这个方向啊
[02:00:29] 去去去拓展
[02:00:31] 比如说有一篇paper叫做cpc啊
[02:00:34] 还有一篇paper叫叫这个这个memory bank啊
[02:00:37] 这两篇paper已经是在朝这个方向就是通过对比学习来做
[02:00:43] 啊
[02:00:44] 自监督学习这条路线上已经走了几步
[02:00:46] 对
[02:00:47] 啊
[02:00:48] 然后这这时候就不得不佩服凯明的本事了
[02:00:52] 啊
[02:00:53] 我觉得我觉得我觉得这也是
[02:00:55] 呃
[02:00:56] 一个时间点让我觉得哇
[02:00:58] 这个一个顶尖的研究员啊
[02:01:01] 啊
[02:01:02] 然后或者说我觉得不能说顶尖的研究员吧
[02:01:04] 我觉得凯明在我心里面就是最牛逼的研究员啊
[02:01:08] 然后他到底平时怎么做事情的
[02:01:10] 嗯
[02:01:11] 啊
[02:01:12] 就是有好几点吧
[02:01:13] 我觉得也许我们可以简单聊一聊
[02:01:14] 就是我觉得他是有某种极致的专注力啊
[02:01:20] 然后这个专注力能够让他有某种心流叫做这种mind flow对吧
[02:01:26] 他能够沉浸在这个问题上不需要考虑这个事件发生的所有的其他事情
[02:01:33] 嗯
[02:01:34] 然后我觉得这件事情我特别特别佩服啊
[02:01:37] 然后另外一件事情是他专注会怎么体现呢
[02:01:41] 我觉得我觉得他专注体现在
[02:01:45] 嗯
[02:01:47] 他每天除了这一个问题之外不会想其他任何的东西
[02:01:51] 他会抓着
[02:01:53] 跟他一起合作的人去聊这件事
[02:01:55] 也会抓着其他人去聊这件事啊
[02:01:58] 反正就是这件事情
[02:02:00] 是一个他思维的这样这样一个主体
[02:02:02] 对哦
[02:02:03] 然后他大部分的这种mantel cycle都会被allocate到这这一个具体的问题上
[02:02:08] 啊
[02:02:09] 这是很难的
[02:02:10] 我觉得我觉得非常难啊
[02:02:11] 因为念头很多时候自己很难控制
[02:02:14] 是的是的是的哎
[02:02:15] 对这个这个跟世界模型有关系
[02:02:17] 嗯
[02:02:18] 念头很难控制
[02:02:19] 这个这个话说的好
[02:02:20] 啊
[02:02:21] 但凯明其实是一个非常非常有这种决策能力
[02:02:24] 然后能够专注的人
[02:02:25] 嗯
[02:02:26] 对其实我觉得有好几点吧
[02:02:28] 我觉得一个top researcher他们都或多或少需要这样的能力
[02:02:33] 他们需要有足够多的专注力
[02:02:35] 他们需要有足够好的这种research的品位啊
[02:02:38] 这个怎么定义
[02:02:39] 我们等一下可以聊
[02:02:40] 嗯
[02:02:41] 然后他们还需要能够有一定的坚守
[02:02:44] 就你不能说只是随波逐流
[02:02:46] 然后然后然后去做别人感兴趣的事情
[02:02:50] 哦
[02:02:51] 然后当然你还需要有很强的这种工程的能力
[02:02:56] research的sense
[02:02:58] 啊
[02:02:59] 包括你看文献的时候你知道哪些事情重要
[02:03:02] 哪些事情不重要
[02:03:03] 这个很重要
[02:03:04] 哦
[02:03:05] 这个对
[02:03:06] 你也知道
[02:03:07] 就这件事情其实也是一个学术界
[02:03:08] 其实蛮莫名其妙的地方
[02:03:09] 就是大家
[02:03:10] 你要会画重点
[02:03:11] 对大家主要的原因也是因为大家不讲重点
[02:03:15] 你知道吗
[02:03:16] 有时候要么是大家不会讲重点
[02:03:18] 又有时候大家有时候不愿意讲重点啊
[02:03:20] 要么是有时候大家其实没有意识到重点是什么
[02:03:23] 嗯
[02:03:24] 但凯明的能力在于他能够把这些重点啊抽丝剥茧
[02:03:28] 然后提取出来
[02:03:29] 然后告诉你啊
[02:03:30] 然后建立这种在这种高维度的抽象空间中的这种联系
[02:03:35] 哦
[02:03:36] 我觉得非常非常厉害
[02:03:37] 对
[02:03:38] 对
[02:03:39] 所以所以所以很多时候其实凯明的每一个idea不是
[02:03:43] 坐在这个back room对吧
[02:03:45] 然后在在家里面拍脑袋想出来的
[02:03:48] 然后其实是积聚不
[02:03:50] 基于不断的探索
[02:03:52] 基于大量的阅读
[02:03:53] 然后基于大量的思考
[02:03:55] 一点点衍生出来的
[02:03:57] 然后这件事情其实我觉得真的是非常深刻的研究影响了我做研究的方式
[02:04:03] 以及我现在跟我的学生说大家应该做研究的方式
[02:04:06] 是
[02:04:07] 应该增加输入
[02:04:08] 呃
[02:04:09] 增加输入
[02:04:10] 并且并且我觉得这里面其实是有一个范式存在的
[02:04:12] 嗯
[02:04:13] 就这里面范式这也是凯明教育我的对吧
[02:04:15] 他就说其实这些所有的idea你不能坐在那想啊
[02:04:20] 因为如果你要想出来一个idea啊
[02:04:24] 这个idea一定不是一个好的idea
[02:04:26] 这个idea有无非有几种可能性
[02:04:29] 第一种可能性啊
[02:04:31] 呃
[02:04:32] 你比世界上所有的人都聪明
[02:04:33] 所以你想出来一个特别特别厉害的idea
[02:04:36] 其他人什么人都都想不出来
[02:04:38] 好
[02:04:39] 但我觉得这件事情概率极小
[02:04:41] 所以更大两个可能性是第一
[02:04:43] 呃
[02:04:44] 在你想这个idea的同时
[02:04:45] 这世界上一百个人一千个人一万个人在想同样的idea
[02:04:49] 所以你要面临跟他们竞争
[02:04:51] 你的手速可能不一定比他们快
[02:04:53] 对吧
[02:04:54] 第二个可能性这是一个非常差的idea
[02:04:57] 别人已经试了很多次
[02:04:59] 不成功不成功啊
[02:05:01] 那你可能也没必要去试下来
[02:05:03] 嗯
[02:05:04] 所以所以我觉得凯明对我的最大影响是他
[02:05:06] 他教会我怎么样找到一个researchidea
[02:05:09] 嗯
[02:05:10] 怎么找
[02:05:11] 我觉得这是一个求索的过程
[02:05:12] 呃
[02:05:13] 所以所以现在我我我有学新学生技能
[02:05:15] 我会跟大家跟大家说
[02:05:17] 一个research的周期
[02:05:19] 呃
[02:05:20] 当然我希望他会更长一些了
[02:05:21] 但是在现在的这种竞争的环境下面
[02:05:24] 可能最多有六个月时间
[02:05:26] 也就是说
[02:05:27] 从六个月一开始你要开始想一下idea
[02:05:31] 然后再到后面你要把这个idea写成paperpublish出来
[02:05:35] 嗯
[02:05:36] 这个整个的周期大概是六个月
[02:05:38] 嗯
[02:05:40] 然后这个流程是怎么样的呢
[02:05:42] 是你需要有一个general的方向
[02:05:44] 你得知道你要干嘛
[02:05:45] 你也不能完全什么也不知道
[02:05:47] 然后就说我要做research也不行
[02:05:49] 这这件事情可以通过跟你的老师一起去聊
[02:05:53] 然后或者说跟你的peers对吧
[02:05:55] 你的周围的同学一起去讨论
[02:05:57] 或者你自己通过你自己的阅读
[02:05:59] 有一些general的这种direction
[02:06:01] 这种这种方向性的认知
[02:06:03] 嗯
[02:06:04] 对吧
[02:06:05] 一定要给自己
[02:06:07] 足够多的时间跟空间去explore
[02:06:11] 啊
[02:06:12] 然后然后这个explore这种探索期
[02:06:14] 我觉得至少要有一个一到两个月的时间
[02:06:17] 探索期应该做什么呀
[02:06:19] 探索期也好问题
[02:06:20] 探索期做什么事情呢
[02:06:21] 呃
[02:06:22] 不能坐在那想问题啊
[02:06:23] 你要探索的事情就是说
[02:06:25] 我现在要不断的去hack一些东西
[02:06:28] 啊
[02:06:29] 就是就是你要真的像像一个hacker一样去play with
[02:06:33] 啊
[02:06:34] 去玩一些东西啊
[02:06:36] 就把research当做一个一个游戏
[02:06:38] 当做一个玩具去玩
[02:06:39] 嗯
[02:06:40] 这个东西比如涉及到比如你可以去推一推公式
[02:06:42] 你可以去读更多的论文
[02:06:44] 可以找一些联系啊
