[00:00:00] 我觉得可能是有史以来最激烈的一次科技竞争
[01:58:59] 我喜欢吃朝鲜菜
[01:59:00] 一个你喜欢的地点
[01:59:02] 纽约
[01:59:03] 基于所有读过的书两本必读书
[01:59:05] 我第一本很推荐那个Unintelligence
[01:59:07] 我觉得这个AI领域
[01:59:08] 我觉得是很值得读的
[01:59:10] 然后第二个
[01:59:11] 我蛮喜欢那个哲学的故事
[01:59:13] 把不同的哲学思想从上到下
[01:59:15] 其实做一个蛮结构性的梳理
[01:59:17] 然后也比较易懂
[01:59:18] 你最近对世界获得一个比较fresh的认知是什么
[01:59:22] 其实我觉得有些认知其实
[01:59:25] 之前比如说
[01:59:27] 这个费米曾经讲过就是你
[01:59:28] 懂一件事情可能你以为你懂的但你并不懂
[01:59:31] 所以最近我其实对于
[01:59:33] 这个
[01:59:34] 正向和逆向这件事情其实有体会就是
[01:59:38] 我其实发现原来一些组织讲
[01:59:40] 执行力这件事情
[01:59:41] 但是当他的所有的管理是正向管理的时候他就不会有执行力
[01:59:44] 所以就是
[01:59:46] 正向管理适合做创新性研发
[01:59:49] 而逆向管理适合拿结果
[01:59:51] 所以最近觉得这两种能力都要有吧
[01:59:54] 不两个公司应该不一样
[01:59:56] 对我认为每家公司都应该有这两种能力
[01:59:58] 但是它的文化的
[02:00:00] 比重可能会相对有点侧重
[02:00:03] 因为每家公司原则上讲
[02:00:04] 都应该有创新的能力
[02:00:06] 和拿结果的能力
[02:00:07] 所以这两种能力我觉得都需要有
[02:00:09] 你觉得影响AI进程的几篇最重要的论文是哪几篇
[02:00:13] 嗯
[02:00:14] 我自己感觉
[02:00:17] 其实从现在看也就两篇一个是RedNet
[02:00:20] 一个是Transformer
[02:00:21] 其他我觉得
[02:00:23] 可能都有很多重要的工作但是可能没有这么本质
[02:00:26] 嗯
[02:00:27] 基于当下所有的认知你一个当下的BAT是什么
[02:00:33] 做中断
[02:00:42] 好了今天的节目就是这样
[02:00:44] 这里是商业访谈录是一档由语言及世界工作室出品的深度访谈节目
[02:00:51] 你可以到公众号关注我们的工作室获取更多的信息
[02:00:54] 我们的公众号是
[02:00:56] 语言及世界
[02:00:57] Language is world
[02:00:59] 我们希望和你一起
[02:01:00] 从这里
[02:01:01] 探索新的世界
[02:01:15] 精准更多最理想的讯息
[02:01:17] 我们下周见
[02:01:18] 再见
[02:01:19] 再见
[02:01:21] 再见
[02:01:22] 再见
[02:01:23] 再见
[02:01:24] 再见
[02:01:25] 再见
[02:01:25] 再见
