[00:00:00] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[00:00:30] 一位00后的华人女孩 名字叫洪乐彤
[00:00:33] 她的探索方向是AF4Net
[01:27:29] 你懂GPU
[01:27:30] 你懂点数学
[01:27:31] 反正这就是AI来吧
[01:27:32] 然后当时有Darrell
[01:27:34] 就是Anthropic的Founder
[01:27:35] 他们当时有那么一群小团队
[01:27:37] 都在百度
[01:27:38] 都在百度
[01:27:38] 是美国
[01:27:39] 就在美国就在硅谷
[01:27:40] 当时百度是
[01:27:42] 这叫
[01:27:42] 后来叫百度Mafia
[01:27:44] 像PayPal Mafia一样
[01:27:45] 这些人后面是
[01:27:46] 做了多少就是重要的工作
[01:27:49] 多少个早期的OpenAI
[01:27:51] 多少个
[01:27:52] 比如说Darrell
[01:27:54] 就直接是Anthropic的
[01:27:55] 这个Founder
[01:27:56] 然后非常好的一个
[01:27:59] 他们当时就是Scaling Works
[01:28:01] 我们就是做这个
[01:28:04] Deep Speech Deep Voice
[01:28:05] 就是把大量的这些
[01:28:07] Speech Voice的Data
[01:28:08] 去扔进去
[01:28:09] Scaling Works
[01:28:10] 他们当时办公室有一个
[01:28:12] 就是
[01:28:12] 一个理念
[01:28:14] 叫我们绝对不招一个语言学家
[01:28:16] 他们当时是做的Deep Speech和Deep Voice
[01:28:19] 他们需要语言学家吧
[01:28:20] 按道理
[01:28:21] 他们不招一个语言学家
[01:28:22] 有一点像我们当时
[01:28:24] 我们现在公司的这个
[01:28:25] 做编译器的这个团队
[01:28:27] 他们当时16 17年拿
[01:28:28] 就是机器学习
[01:28:30] 要去革命这个
[01:28:31] Compiler Code Generation代码生成
[01:28:34] 他们就说
[01:28:35] 刚时就很多就是编译器的这些专家
[01:28:38] 说你不可能做到的
[01:28:39] 他们就说我们不需要你们
[01:28:41] 我们照样能做到
[01:28:42] 就是拿来做的这些专家
[01:28:42] 拿AI进入一个领域
[01:28:44] 去革命这个领域
[01:28:45] 某种程度上
[01:28:46] 是我们这整一个
[01:28:47] 现在30个人了
[01:28:49] 但当时就是早期
[01:28:50] 这个创始团队的一个DNA
[01:28:51] 我们希望
[01:28:52] 我希望能够拿AI去
[01:28:53] 去给数学
[01:28:55] 去做一些
[01:28:56] 一些
[01:28:56] 一些革命性的一些改变
[01:28:59] 你看他们说
[01:29:00] 他们不招一个语言学家
[01:29:02] 要用AI去革语言学的命
[01:29:05] 对
[01:29:05] 那你们是不是
[01:29:06] 不应该招一个数学家
[01:29:08] 我们以为是这样的
[01:29:10] 我们
[01:29:10] 我们以为是这样的
[01:29:11] 我们
[01:29:12] 我们
[01:29:12] 我们
[01:29:12] 我们
[01:29:12] 我们
[01:29:12] 就是定了一个事情
[01:29:13] 就我们不招到第15个人的时候
[01:29:15] 不要招一个数学家
[01:29:16] 为什么是15个
[01:29:17] 就随便说了一个数
[01:29:19] 我们当时觉得我们钱也不是
[01:29:21] 我们的种子轮
[01:29:22] 大家可能看起来数额很多
[01:29:24] 对于我们要做的事情来说
[01:29:25] 大家的普遍的想法
[01:29:27] 是我们under race了
[01:29:28] 我们是race的不够
[01:29:29] 我们的种子轮
[01:29:30] 所以我们当时觉得
[01:29:32] 人的这个人头是限制的
[01:29:34] 到20个人
[01:29:35] 我们可能就没有办法再招人了
[01:29:36] 所以当时觉得那只能说
[01:29:38] 那就
[01:29:38] 那就以每15比1这样的一个数学家的一个比例去走
[01:29:41] 但是他那句话的逻辑是
[01:29:44] 我不需要语言学家
[01:29:46] 语言学家背景可能对这个团队是复分
[01:29:48] 对
[01:29:49] 我们现在的想法
[01:29:53] 就是我们招数学家
[01:29:54] 需要他非常的思想开放
[01:29:57] 早期的时候
[01:29:59] 其实有一个叫做frontier mass的一个benchmark
[01:30:02] 与这个benchmark相关的一些同学
[01:30:05] 当时有希望
[01:30:06] 就是我们有互相都希望能够一起合作
[01:30:09] 让他们加入action
[01:30:11] 让他们加入action
[01:30:11] 但当时就发现一件事情
[01:30:12] 就是一些数学家背景的同学
[01:30:15] 他对scaling这件事情
[01:30:16] 他有一定的
[01:30:17] 的一定的犹豫
[01:30:21] 他对或者说不是犹豫
[01:30:22] 他就不愿意
[01:30:23] 他不喜欢scaling
[01:30:25] 这种这种哲学
[01:30:27] 他觉得说我数学是一个公益
[01:30:29] 我是个手艺
[01:30:30] 像日本师傅
[01:30:30] 捏寿司
[01:30:32] 你怎么能就是给我一个
[01:30:34] 当时我们说我们要做internet scale data set
[01:30:36] 有同学就是接了我们的offer之后
[01:30:39] 就是就是不来了
[01:30:40] 就说我不用了
[01:30:41] 我不要
[01:30:41] 我不要做internet scale data set
[01:30:43] 我们觉得又是要scaling
[01:30:45] 又是要更好的sample efficiency
[01:30:48] 就是当然说sample efficiency
[01:30:49] 这个效率是一个非常
[01:30:51] 样本效率是一个非常
[01:30:54] 也是一个非常满的
[01:30:55] 非常非常多意思的一个词了
[01:30:57] 但是我就拿Percy良教授的这个话
[01:30:59] 就是他是做惩罚
[01:31:00] 我们觉得来的数学家
[01:31:03] 我们现在希望他是跟我们对着干
[01:31:06] 就是是他们做ever serial的
[01:31:09] 就是就是与我们
[01:31:10] 与我们对着干
[01:31:11] 我们相对抗的去做benchmark
[01:31:14] 基准级的创造
[01:31:17] 就我希望你能够感觉我们的系统哪弱
[01:31:22] 然后去就是当然是越做越来越难的
[01:31:25] 这一些这些这些基准级
[01:31:27] 所以某种程度上
[01:31:29] 就是can就是小野肯他加入之后
[01:31:33] 我们的这个基准级的这个集结
[01:31:36] 是我们的第一号任务
[01:31:38] 我们继续把那个时间线来捋一下
[01:31:41] 好我们刚刚说走了
[01:31:42] 就是当时已经说到了圣诞假期
[01:31:45] 然后你们有一个reading group
[01:31:47] 对音乐开始融资
[01:31:49] OK你们读了多少文章
[01:31:51] 你解散
[01:31:51] 读了好多
[01:31:52] 而且当时我记得圣诞节
[01:31:54] 我们有一个叫圣诞大礼包
[01:31:56] 杨凯玉老师
[01:31:57] 他们写的一篇文章
[01:31:58] 他们那篇文章叫做
[01:32:01] 形式化
[01:32:03] 形式化定理证明
[01:32:06] AI的下一个前沿
[01:32:07] 是一个survey paper
[01:32:09] survey paper就是
[01:32:10] 它不是一个研究论文
[01:32:12] 它是一篇
[01:32:13] 介绍其他所有研究论文的研究论文
[01:32:16] 他就是把这里面领域的捋了一遍
[01:32:18] 然后我当时我记得
[01:32:20] 我那篇文章还
[01:32:21] 我记得它第五部分是有这个目标
[01:32:24] 就是说
[01:32:25] 我应该一个好的AI数学家
[01:32:29] 能够做到什么样的事情
[01:32:31] 在这几个象限上
[01:32:32] 他能够有什么样的就是能力
[01:32:35] 这是一个
[01:32:36] 我们就把它做成了我们自己的表格
[01:32:38] 然后这个之前
[01:32:40] 就是从第一行到最后一行
[01:32:42] 我们我记得我当时就是
[01:32:44] 就是每一个提到的
[01:32:45] 就是直接和间接提到的这个文章
[01:32:48] 不管是引用里的
[01:32:49] 还是就是只是提到的一种逻辑
[01:32:51] 我就是比我已经有的阅读笔记
[01:32:54] 我想我还有哪些没读到的
[01:32:56] 然后还真有一半没读到的
[01:32:58] 所以那个AI for math
[01:32:59] 那个GitHub整理的也不是很全
[01:33:02] 然后就是所有的这一些
[01:33:04] 当时就感觉就是我原来知道的
[01:33:07] 像是
[01:33:08] 1234
[01:33:10] 5个很好的做法
[01:33:11] 现在这篇文章给我连成了一个面了
[01:33:15] 就是他让我理解这个
[01:33:16] 这个big picture了
[01:33:18] 我就是更更
[01:33:19] 我觉得我的理解反应
[01:33:20] 是当时有很显著的深刻
[01:33:23] 所以这个谢谢
[01:33:24] 谢谢杨凯玉老师这篇文章
[01:33:25] 对对对
[01:33:26] 然后到这个假期结束
[01:33:29] 舒伯决定加入你吗
[01:33:31] 他还没决定加入我们
[01:33:33] 他到了就是后面再决定加入了
[01:33:35] 他是觉得跟你一起讨论很有乐趣
[01:33:37] 对
[01:33:37] 他当时
[01:33:38] 因为他是一个
[01:33:39] 原来是一个人
[01:33:40] 他是一个AI的一个元老
[01:33:41] 我们
[01:33:42] 我当时都没有敢问他
[01:33:43] 要不要加入我们
[01:33:44] 就是
[01:33:44] 我想着就是
[01:33:46] 那他为什么开始
[01:33:48] 你们怎么开始这个阅读的呢
[01:33:50] 就是硅谷这个文化
[01:33:51] 就是很多就是AI的这个元老
[01:33:53] 他可以做你的天使投资人
[01:33:54] 或者他可以去做你的advisor
[01:33:56] 就是他会
[01:33:57] 他会
[01:33:58] 事情特别流通
[01:34:00] 就是硅谷是一个非常有魅力的一个地方
[01:34:02] 就是学界工业界老师同学
[01:34:05] 就是年长的研究者
[01:34:08] 经历丰富的研究者
[01:34:09] 和
[01:34:10] 就是刚进入这个
[01:34:12] 这个这个工业界的研究者
[01:34:14] 他们就是汇集非常的流通
[01:34:18] 非常的
[01:34:19] 就是非常非常多的互动
[01:34:21] 就是大家是谁不重要
[01:34:24] 做什么事比较重要
[01:34:25] 比如说
[01:34:26] 比如说硅谷他另外的跟他
[01:34:28] 他指导过的创业公司也有很多
[01:34:31] 比如说皮卡
[01:34:31] 对吧
[01:34:32] 这个对文景
[01:34:34] 他们也是
[01:34:35] 其实德米他是当时进
[01:34:38] 进入这个
[01:34:39] 就是
[01:34:40] Facebook的时候
[01:34:41] 硅谷还是面试
[01:34:42] 面试官
[01:34:43] OK
[01:34:43] 所以他也跟
[01:34:45] 那整个funding team
[01:34:47] 本来在拉嘛
[01:34:48] 就是是
[01:34:49] 他们同一个org下面
[01:34:51] 另外的隔壁的那一个team
[01:34:53] 就是大家都
[01:34:54] 包括其实
[01:34:55] 和我们队伍的这个
[01:34:57] 另外一个
[01:34:58] 其实我和
[01:34:59] 加入之后
[01:35:00] 第三个加入的
[01:35:00] 这个人
[01:35:01] 关系也很密切
[01:35:03] 就是他们也是很多年的朋友
[01:35:05] 然后
[01:35:05] 那种tutor的关系吗
[01:35:08] 没有tutor
[01:35:09] 就是
[01:35:10] 我就是两个人
[01:35:12] 有不同的背景看这个事情的角度不一样
[01:35:18] 所以我们就聊了很多比较哲学性的一些
[01:35:22] 一些一些研究的一些想法
[01:35:24] 我们当然就是觉得自己读的读的足够多了
[01:35:27] 说就想就是有哪些可以做新的事情
[01:35:29] 然后就是做新的事情的话
[01:35:31] 又其实可能连接到哪一个古老的AI的其他的领域的一个一个做法
[01:35:38] 比如我们当时看到的一些
[01:35:39] 我们想做的事情
[01:35:40] 就在James Doe的那个AI for Science那里
[01:35:43] 他们有做
[01:35:43] 比如说James Doe这个实验室一直有做
[01:35:46] 其实可以对AI和数学很相关的东西
[01:35:49] 然后包括比如说我们当时想做怎么样去做一个conjecture
[01:35:54] 怎么样去做做好的猜想
[01:35:56] 当时斯坦福的这个计算机系就有同学在以
[01:36:01] 希望能够造一个AI
[01:36:03] AI科学家这一个
[01:36:04] 这一个愿景去做怎么样去能够去提出好的
[01:36:08] 机器学习的猜想
[01:36:11] 就所有的这些东西都混在一起
[01:36:13] 比如说我们现在做的一些事情
[01:36:15] 跟当时早期做奇的这个expert system专家系统
[01:36:19] 这些都有关系
[01:36:20] 所以就非常有意思
[01:36:22] 就是所有的这些东西
[01:36:23] 没有人去尝试把它聚焦起来
[01:36:27] 在一个工业界盈利性的公司
[01:36:31] 也就有更多的充足的资金和算力的情况下
[01:36:35] 去去去去把这一些
[01:36:38] 从2022年开始有一个爆发
[01:36:40] 一个一个想法的爆发
[01:36:42] 去把它验证下来
[01:36:44] 就没有人去做这件事情
[01:36:45] 我觉得非常可惜
[01:36:46] 那这是有结构性原因的
[01:36:49] 就是2016年的时候
[01:36:51] Christian Zagadi还有这个吴宇怀
[01:36:53] 他们在google开始做
[01:36:55] 比如说whole list这一些
[01:36:56] whole是一个就是定理证明语言
[01:36:58] 2016年很就是早期
[01:37:00] Christian Zagadi大概在201819年
[01:37:03] 一直在改动的修改自己写的一个
[01:37:06] 他写的一个白皮书
[01:37:07] 就是这个未来
[01:37:08] 非常长的一个白皮书
[01:37:10] 然后在2020年
[01:37:13] 我想说2019 2020
[01:37:15] OpenAI一脸带着人做了这些事情
[01:37:18] 一脸带了他们去做这个gptf mini F2F
[01:37:22] 当时OpenAI还有跟Jesse Michael Hahn
[01:37:24] 然后Stan Pellew这一些
[01:37:26] 后面都成为了其他的好的公司的创业者
[01:37:29] 当时他们有做在OpenAI做这件事情
[01:37:31] 2021年有这个一个实习生开始
[01:37:35] 一个人去在google DeepMind
[01:37:37] 做这个alpha geometry
[01:37:38] 他们发现哇这个做的是真好
[01:37:40] 所有的资源进来scale up
[01:37:42] 做成alpha proof
[01:37:43] 然后做了你看2021到2024
[01:37:45] 这是三年的一个耕运
[01:37:46] 2024一炮而红的这个alpha proof
[01:37:50] 拿了28分差一分金牌的银牌
[01:37:53] 这个对我来说是一个是IMO被解决的那一个时刻
[01:37:56] 他就是那两道组合体解决不出来
[01:37:59] 2025年反正也是就一道组合体
[01:38:01] 大家都没解决出来
[01:38:02] 2024年的这个deep mind真的是kudos to them
[01:38:05] 这是一个跨世纪的一个时刻
[01:38:07] 就是AI在数学奥赛上达到了达到了好的胜利
[01:38:12] 这是2024年
[01:38:13] 我们在2025年12月做的这个普特南的这个满分
[01:38:17] 是这一个他们开启的
[01:38:19] 这一个序章的一个一个尾声而已
[01:38:22] 然后我们其实马上希望做的就是研究数学
[01:38:26] 所以就是这是这个整个AI数学的这个发展发展的这个历史
[01:38:32] 叔包作为你的第一个员工
[01:38:35] 对
[01:38:36] 是什么时候就发行了这个
[01:38:37] 是什么时候就发行了这个发展发展的这个历史是什么时候就发行了这个目的嘛
[01:38:37] 是什么时候就发行了这个目的嘛
[01:38:37] 决定的
[01:38:37] 连创吧
[01:38:38] 对
[01:38:38] 它是
[01:38:39] 二月份吧
[01:38:41] 二月份
[01:38:42] 你融资融好了吗
[01:38:44] 我当时有了
[01:38:45] 不错的
[01:38:46] 就是这事能做起来
[01:38:47] 只要想做
[01:38:48] 就是已经有了
[01:38:49] 不是最终的价格
[01:38:51] 但是不错的价格
[01:38:53] 估值
[01:38:53] 就是你出去融资
[01:38:55] 验证了一下
[01:38:56] 对
[01:38:56] 其实很快
[01:38:57] 就是一月份
[01:38:58] 一月七号
[01:39:00] 好小
[01:39:01] 因为一月头
[01:39:02] 是这个JMM
[01:39:03] 就是数学家大会
[01:39:04] 我当时到这个
[01:39:05] 我记得是
[01:39:06] 应该是西雅图
[01:39:07] 西雅图
[01:39:08] 就是那一年
[01:39:09] 2025年
[01:39:11] 居然美国数学学会说
[01:39:14] 我们今年的主题
[01:39:15] 是AI for数学
[01:39:16] 这个就是
[01:39:17] 由于数学
[01:39:18] 是一个相对
[01:39:19] 比较保守的
[01:39:20] 一个学科
[01:39:22] 比较
[01:39:22] 这是一个
[01:39:23] 非常让人
[01:39:24] 就是雀跃的事情
[01:39:25] 所以很多人都去了
[01:39:26] 还有一些计算机学家
[01:39:27] 我当时和DeepMind的
[01:39:28] Adam Wagner
[01:39:29] 就聊了很多
[01:39:29] 我们发现
[01:39:30] 我们都是
[01:39:30] 曾经在某一个
[01:39:32] 一个英国的学院
[01:39:34] 就是上过学
[01:39:35] 还挺有意思的
[01:39:36] 然后这个Elbert Jiang
[01:39:37] 也是在这个学院上过学的
[01:39:39] 挺有意思的
[01:39:39] 然后
[01:39:40] 所以我回来了
[01:39:41] 回来之后好像
[01:39:42] 就是第三天就有
[01:39:43] 就开始就有offer了
[01:39:44] 然后就开始
[01:39:45] 不停的
[01:39:46] 微信们开始
[01:39:47] 开始去
[01:39:48] 去竞拍
[01:39:49] 去竞拍
[01:39:50] 对
[01:39:51] 怎么竞拍的
[01:39:52] 就是比如说
[01:39:53] 你给了我一个offer
[01:39:54] 然后过一周
[01:39:56] 又有另外一个人
[01:39:56] 给了我一个offer
[01:39:57] 然后他们会尝试去
[01:39:59] 把上一家的这个价格
[01:40:00] 就是超过它
[01:40:02] 所以最后
[01:40:03] 从第一开始的
[01:40:04] 那一个offer
[01:40:05] 到最后的offer
[01:40:05] 翻了三倍的股市
[01:40:06] 翻了三倍
[01:40:07] 对
[01:40:07] 你是怎么去pitch这些微信的
[01:40:09] 这对你来说难吗
[01:40:10] 这是一个非常
[01:40:12] 融资的
[01:40:12] 融资之门怎么打开的
[01:40:14] 因为你是第一次
[01:40:15] 没有人喜欢融资
[01:40:17] 没有人喜欢融资
[01:40:19] 如果说有一天
[01:40:20] 有一个公司能把
[01:40:21] 当然我觉得这个很难
[01:40:24] 因为毕竟
[01:40:25] 这不是一个技能的问题
[01:40:27] 就如果有一个
[01:40:28] 很好的AI融资员
[01:40:29] 我希望能够让他去融资
[01:40:31] 你要付他多少薪水
[01:40:32] 我可以给他percentage
[01:40:35] 这个
[01:40:35] 真的我可以给
[01:40:37] 我觉得融资
[01:40:40] 是很难的一个过程
[01:40:41] 它不是说难
[01:40:43] 结果难
[01:40:44] 它就是累
