[00:00:00] Hello大家好,我是小骏
[01:07:12] 对差不多late twenty的时候
[01:07:14] 对差不多三十出头这个时候
[01:07:16] 已经算大了
[01:07:17] 嗯
[01:07:18] 对但是在周边他们二十出三十的人
[01:07:22] 那基本上都是工程能力动手能力
[01:07:26] 特别强的一群
[01:07:27] 那并且也有无尽的时间跟无尽的能力
[01:07:31] OK在这个公司里面
[01:07:33] OK反正花无尽的时间
[01:07:35] 我可以去做
[01:07:36] 去做一件非常重要的事情
[01:07:39] 传统火箭公司的人不多对吧
[01:07:42] 传统火箭的公司非常的多
[01:07:45] 就是他这个背景的人
[01:07:47] 加入Space8的人多吗
[01:07:49] 就传统火箭公司的背景的人
[01:07:51] 他可能是一个senior的
[01:07:53] 或者有几年band ground的这种人
[01:07:55] 加入Space8的人多吗
[01:07:57] 基本上非常的少
[01:07:59] OK那这个其实也是很简单
[01:08:01] 不是说他们不胜任
[01:08:03] 而是这个公司的文化
[01:08:05] 跟传统火箭公司的文化
[01:08:08] 基本上是两家公司
[01:08:10] OK那Space8有一句
[01:08:13] 就是那个时候我们也是一个
[01:08:15] 开玩笑的一个词嘛
[01:08:16] 也就是说你在Space8里面
[01:08:18] 如果你能够待超过六个月
[01:08:21] 那恭喜你你已经是元老了
[01:08:24] 就是Space8即使花很多很多的精力
[01:08:27] 可以再招最好的人
[01:08:29] 但是Space8在一开始加入
[01:08:32] 并且这种的这个转换率还是非常高的
[01:08:35] OK也就是很多人进来Space8以后
[01:08:37] 认为说哇这完全不是我想象的
[01:08:40] 这个公司或者我可以胜任的一个环境
[01:08:43] 所以他们很快的就
[01:08:45] 我觉得好坏都是这样吧
[01:08:48] 就是在很多人你加入的时候
[01:08:52] 很快你就意识到
[01:08:54] 你是不是跟这个整个大环境
[01:08:56] OK是同一个这个这个纬度吧
[01:09:00] OK我跟这个的同一个这个这个wave lane
[01:09:03] 然后要不然的话你就很快就选择啊
[01:09:05] 就不适合我我离开
[01:09:07] 嗯当时除了飞龙号
[01:09:09] 还有哪些平行的部门啊
[01:09:12] 哇那个时候有飞龙号
[01:09:14] 有反正火箭就是飞鹰走号
[01:09:17] 反正你说各种的引擎啦
[01:09:19] 猎鹰一号没有吗
[01:09:21] 猎鹰一号
[01:09:22] 猎鹰一号对就是就是飞龙
[01:09:25] 飞龙号猎鹰一猎鹰走号
[01:09:28] 猎鹰一号没有
[01:09:29] 为什么没有啊
[01:09:31] 猎鹰一号呢其实呢这是一个
[01:09:35] 这是一个好的问题
[01:09:37] 为什么飞鹰一号没有了
[01:09:39] 对SpaceX呢你想想看身为一家初创公司
[01:09:42] 这里是一个
[01:09:44] 你从零到一OK
[01:09:46] SpaceX大家有听过飞鹰一号的故事
[01:09:48] 飞鹰一号差点导致SpaceX的倒闭
[01:09:52] 对SpaceX英浪创立这SpaceX这家公司
[01:09:55] 就是说啊好我有足够多的钱
[01:09:57] 我们可以做我们所有的利益
[01:09:59] 然后可以发射三次飞鹰一号
[01:10:02] 那我们成功了OK这家公司就成功了
[01:10:05] 那如果失败了那我们就太笨了
[01:10:07] 那我们就干脆去做其他事情吧
[01:10:09] OK这就是公司这样的初始
[01:10:11] 所以呢公司呢一开始冒金令
[01:10:14] 把飞鹰一号在这个非常的这个危险当中
[01:10:18] 终于做出来了2008年飞鹰一号第四次发射
[01:10:23] OK成功
[01:10:24] 过了前三次
[01:10:25] 过了前三次
[01:10:26] 成功
[01:10:27] 都失败了
[01:10:28] 然后在大家都觉得说公司要倒闭的时候
[01:10:31] 反正大家反正杯水一战OK
[01:10:34] 把所有的资源都混在一起
[01:10:36] 然后勉强挤出了第四次飞鹰一号
[01:10:39] 然后在那第四次的时候成功2008年那一次
[01:10:43] 那个时候你找不到工作
[01:10:44] 那个时候我找不到工作
[01:10:45] 那SpaceX也快倒闭了
[01:10:47] 就是那个时候同一年的时间
[01:10:49] 嗯
[01:10:50] 那SpaceX呢反正那次成功了
[01:10:52] 好那每一家公司你如果是一家火箭公司的话
[01:10:56] 你成功了你会做什么
[01:10:58] 我会延续啊
[01:10:59] 你当然会延续
[01:11:00] 你会尽量找我成功了
[01:11:01] 赶快所有订单赶快来我们赶快赚钱了
[01:11:03] 对啊
[01:11:04] OK
[01:11:05] 飞鹰一号成功以后
[01:11:06] 立刻SpaceX就把飞鹰一号
[01:11:09] 就把它就退役了
[01:11:11] 这是为什么
[01:11:13] OK因为SpaceX从来不把飞鹰一号
[01:11:16] 当成是公司的这种宗旨
[01:11:18] 因为SpaceX从来不把自己定位成一家火箭公司
[01:11:22] 他从来不把火箭这个事业
[01:11:25] OK当成是一个公司的一个宗旨
[01:11:28] 火箭是一个必须要完成的东西了
[01:11:34] 来达到他要对走的目的
[01:11:36] 但是火箭只是一个过程
[01:11:38] 它是手段
[01:11:39] 它不是目的
[01:11:40] 它是一个手段
[01:11:41] 对所以飞鹰一号呢
[01:11:42] OK证实了
[01:11:43] OK一个群人能够开发
[01:11:45] OK一只这个火箭
[01:11:47] 然后我们能够把它升级轨道
[01:11:48] 成功
[01:11:49] fine
[01:11:50] 他得到他的使命
[01:11:51] 那同时飞鹰还没有成功的时候
[01:11:54] 银朗就开发了飞鹰九号
[01:11:56] 这个计划
[01:11:58] 那飞鹰九号
[01:11:59] 反正在跟飞鹰一号并行
[01:12:01] 在开发的时候
[01:12:02] 在2010年
[01:12:03] OK也非常好运
[01:12:05] OK也成功了
[01:12:06] 那飞鹰九号的成功
[01:12:08] 让spacex
[01:12:10] 拿到了NASA第一张的订单
[01:12:13] OK那也为了这个spacex后面
[01:12:16] 就所有这个计划
[01:12:17] 开始做了一个起点
[01:12:19] 一和九的区别是什么
[01:12:20] 为什么一
[01:12:21] 它同样作为手段
[01:12:22] 它被废弃掉了
[01:12:24] 而九是一个更好的手段呢
[01:12:25] 如果火箭不是目的
[01:12:27] 我们从第一原理思维
[01:12:28] 开始来推这个东西
[01:12:30] 就如果你是spacex
[01:12:32] 你的目标呢
[01:12:33] 是我们要去地球以外的地方
[01:12:37] 然后做一些非常有意义的事情
[01:12:39] 那你肯定不能够仰赖
[01:12:41] 在一个飞鹰一号的这样平台上面
[01:12:44] 飞鹰一号是什么呢
[01:12:46] 是一件极小的一个火箭
[01:12:49] 最好的这个组合是可以
[01:12:51] 差不多载一吨的东西
[01:12:53] 可以上太空
[01:12:54] 也就是小型迷你的卫星
[01:12:57] 那相对的飞鹰九号
[01:13:00] OK是飞鹰一号的
[01:13:02] 它是25倍
[01:13:04] 它是什么的25倍
[01:13:06] 它的载体的这个重量
[01:13:08] 载体的重量的25倍
[01:13:10] OK所以它可以
[01:13:12] 真正的在
[01:13:14] 不管是重要的卫星
[01:13:16] 还是OK一些比较重要的这些机构
[01:13:19] 在低轨开始建设一些比较重要
[01:13:21] 比较有意义的一些事情
[01:13:23] OK那
[01:13:25] 那所以呢
[01:13:26] 那再来再来说飞鹰
[01:13:28] 那你会说OK那飞鹰九号
[01:13:30] 那那星舰呢
[01:13:31] 对不对
[01:13:32] 那你如果真的目标
[01:13:33] 那为什么星舰
[01:13:34] 没有错
[01:13:35] 这个故事并没有停在飞鹰九号
[01:13:37] 飞鹰九号在2010年第一次成功
[01:13:40] OK那在2012年
[01:13:43] OK也就是
[01:13:44] SpaceSight还在非常早期
[01:13:46] OK也就是非常
[01:13:47] 其实也没有很早期
[01:13:48] 已经十年了
[01:13:49] 是十年了
[01:13:50] 没有错
[01:13:51] 但对它自己还很早
[01:13:52] 对还很早期
[01:13:53] 怎么说早期呢
[01:13:54] 那个时候呢
[01:13:55] SpaceSight一年能够发射一次火箭
[01:13:58] 就已经很难很难了
[01:14:00] OK在2012年的时候
[01:14:01] 一年
[01:14:02] 那个时候火箭发射是一个很大的事情
[01:14:04] OK所有人都会聚集在这个火箭发射的这个地方
[01:14:08] 然后反正你也会看到老美有各式各样的迷信
[01:14:11] OK不管是穿绿色的衣服
[01:14:13] 还是穿着特别的袜子
[01:14:14] 还是坐在一个特别的位置等等的OK
[01:14:16] 穿什么样的袜子
[01:14:17] 坐在什么样的位置
[01:14:18] 就是反正每一个人有每一个迷信
[01:14:20] 他们觉得说我在哪里成功的
[01:14:22] 我就要一直留着
[01:14:23] 我不要改变
[01:14:24] OK对
[01:14:25] 马斯克有这样的迷信吗
[01:14:26] 我不知道马斯克有
[01:14:27] 但是我们同时有这样的迷信
[01:14:29] 哦
[01:14:30] 因为在那个当下
[01:14:32] OK就是
[01:14:34] 在2012年的时候
[01:14:37] SpaceX就说
[01:14:38] 就宣布了基本上新建计划
[01:14:42] 嗯
[01:14:43] OK就是我们知道飞鹰9号没有办法
[01:14:46] 让我们达到我们最终我们需要去的目的
[01:14:50] 我们需要一只更大的火箭
[01:14:52] 飞鹰9号唯一帮助我们的
[01:14:54] 第一赚钱
[01:14:55] 因为我们第一需要钱
[01:14:57] 第二
[01:14:58] OK它帮助我们
[01:14:59] OK认为
[01:15:00] 认知我们怎么样从一只小火箭
[01:15:02] 做一只大火箭
[01:15:03] 那让我们能够做一只更大的火箭
[01:15:06] 这其实是飞鹰9号
[01:15:07] 其实最重要的一个
[01:15:09] 一个这个其实这个思维的这个逻辑
[01:15:11] 这次载体扩大了多少倍
[01:15:13] 这次载体扩大25倍
[01:15:15] 那下一步呢到新建
[01:15:17] 到新建呢
[01:15:18] 基本上在这个9号上面的5倍
[01:15:21] 哦
[01:15:22] 我们常常讲在业界里面讲
[01:15:25] 一个叫做
[01:15:26] 它送一公斤OK
[01:15:29] 上太空的费用
[01:15:31] 嗯
[01:15:32] OK这个东西是一个在太空产业里面
[01:15:34] 一个很重要的一个KPI
[01:15:36] 那也是一个就是为什么显示说
[01:15:39] 为什么SpaceX
[01:15:40] OK跟SpaceX来做这个革命
[01:15:42] 我给你举一个具体的例子
[01:15:44] 给你看看你可能就比较比较理解
[01:15:47] 就是在SpaceX之前
[01:15:49] 每发一公斤东西上太空
[01:15:51] 差不多是一两万美金的事情
[01:15:54] 一公斤
[01:15:55] 嗯
[01:15:56] 就一两万美金
[01:15:57] SpaceX出现
[01:15:59] 就是说这是一个非常非常扯的事情
[01:16:01] OK我们一定要透过飞行9号
[01:16:03] 透过回收
[01:16:04] 我们要把这个东西大大降幅
[01:16:06] 那SpaceX的确做到这个东西
[01:16:08] SpaceX把这个成本
[01:16:10] 我给直接透过了回收飞行9号
[01:16:13] 降到了3000元
[01:16:14] OK也就是这样快要快要反正就是十分之一
[01:16:18] 快要十分之一这样的一个阶段
[01:16:20] 嗯
[01:16:21] 那新建希望能够达到目标是什么
[01:16:24] 是希望100元以下
[01:16:27] 到这个
[01:16:28] 所以你从任何东西从两万元
[01:16:31] OK降到100元以下
[01:16:34] 是两百分之一的时候
[01:16:36] 嗯
[01:16:37] 其实有很多在以前在太空里面谈的这些天方夜谈
[01:16:42] OK我要在太空里面干行令我要干什么的
[01:16:44] 现在在账上都是可以算得过来的一些项目
[01:16:48] 嗯
[01:16:49] 这也是刚刚回答到肯尼在这个interview的最初的点
[01:16:52] 就是真正的SpaceX
[01:16:54] OK现在的一个转折点是什么
[01:16:56] 就是非常明显
[01:16:57] 我们SpaceX大大的降幅了
[01:17:01] 把这个东西运输在上空的这个成本
[01:17:05] 并且把这个载体的容量跟重量大大的这样扩大了
[01:17:11] 嗯
[01:17:12] 列音9号
[01:17:13] 等它的历史使命完成以后它也会消逝
[01:17:17] 严格上是
[01:17:19] 但是呢你看现在的波音
[01:17:22] 是不是有747还是有777还是有787这种大的飞行
[01:17:26] 是不是有一个737
[01:17:28] 它还是有不同的型号
[01:17:30] 有不同的型号有不同的作用
[01:17:32] 那飞鹰9号是一个非常的
[01:17:34] 在这个现代的太空产业里面
[01:17:36] 还是一个非常重要的一个角色
[01:17:38] 它基本上是现在产业的一个737
[01:17:40] 哦
[01:17:42] 但是飞鹰1号肯定是
[01:17:44] 它用不了对吧长期来看
[01:17:46] 飞鹰1号呢其实也不是没有用
[01:17:48] 实验性
[01:17:50] 飞鹰1号呢那个时候达到了什么程度
[01:17:52] 能够在差不多一吨
[01:17:54] OK能够到一个
[01:17:56] 就是到一个轨道里面
[01:17:58] 那现在在这个市场上面
[01:18:00] 非常火热的一家公司
[01:18:02] 也就是Rocket Lab
[01:18:04] Rocket Lab的火箭
[01:18:06] OKElectron
[01:18:08] 就是现在在发射的一年
[01:18:10] 可能就发射75次了
[01:18:12] 嗯
[01:18:14] 它的这个载体还不到飞鹰1号
[01:18:16] 的三分之一
[01:18:18] 所以呢你可以换句话说
[01:18:20] 飞鹰1号
[01:18:22] 在一开始的时候其实就是一个
[01:18:24] 已经有一个非常明显
[01:18:26] 它是可以变现的
[01:18:28] 只是SpaceX并没有选择把
[01:18:30] 我是一家火箭公司
[01:18:32] 我停留在这个阶段上面
[01:18:34] 我要继续的为
[01:18:36] 我要ultimate要做的事情
[01:18:38] 继续迈进
[01:18:40] 所以走了他们现在走的这个路
[01:18:42] 那如果SpaceX是一家火箭公司的话
[01:18:44] 飞鹰1号
[01:18:46] 其实是有它的用途的
[01:18:48] 那其实在那个时候
[01:18:50] 比较敏感一点的
[01:18:52] 大家很多人说那个时候伊朗还接到了
[01:18:54] 政府的单
[01:18:56] 说你干脆就不要搞火箭了
[01:18:58] 这东西不赚钱
[01:19:00] 但是你有这个技术
[01:19:02] 那不如来帮助这个国防
[01:19:04] 还是什么其他这些赛道吧
[01:19:06] 但那个时候SpaceX就坚决
[01:19:08] 我们不是
[01:19:10] 这不是我们的宗旨
[01:19:12] 跟我们没有关系
[01:19:14] 所以我们不做这个事情
[01:19:16] 所以选择走这条路
[01:19:18] 你当时是怎么从飞龙号调去了飞鹰9号
[01:19:20] 我那个时候在飞龙号加入的时候
[01:19:22] 开始做整个的掌管
[01:19:24] SpaceX的第一张单
[01:19:26] 就是接NASA的单
[01:19:28] 是负责把地面上的东西
[01:19:30] 运到了国际太空站
[01:19:32] 那你要做这个事情
[01:19:34] 你除了要有一只火箭
[01:19:36] 你还有一个太空的
[01:19:38] 这个太空船把这个货物
[01:19:40] 到火箭升到太空以后
[01:19:42] 把它载到这个太空站
[01:19:44] 这样的任务
[01:19:46] 那飞龙号就是上面的这个
[01:19:48] 最后的这个所谓last mile吧
[01:19:50] 最后一公里
[01:19:52] 对那就是这个定位
[01:19:54] 所以那个时候我是负责所有飞龙号的
[01:19:56] 这个内部的嘛
[01:19:58] 所以呢内部也是什么象征什么意义
[01:20:00] 就飞龙号这边有非常多的
[01:20:02] 这边高深的科技
[01:20:04] 可是呢太空人唯一接触到的部位
[01:20:06] 就只有接触到我的部位
[01:20:08] 因为太空人一打开
[01:20:10] 他只有看到内部的这些
[01:20:12] 就科幻电影都是在描述这个部位对吧
[01:20:14] Exactly
[01:20:16] 没有错就是我负责这个部位
[01:20:18] 你的上一份工作还在做食品
[01:20:20] 然后突然开始负责
[01:20:22] 这么有科幻场景的一个地方
[01:20:24] 你是什么感受呀
[01:20:26] 感觉很新奇
[01:20:28] 有什么跟我们
[01:20:30] 就是普通认知不一样的吗
[01:20:32] 或者跟科幻电影里不一样的
[01:20:34] 你说这个太空船内部
[01:20:36] 还是说这个工作
[01:20:38] 就是关于太空船
[01:20:40] 哇太空船内部大家一定会觉得
[01:20:42] 哇这是一个非常高大上
[01:20:44] ok的一个这个
[01:20:46] 太空船的内部
[01:20:48] 哇这是不是像科幻电影里面小说这样子
[01:20:50] 什么都是很高级的这个AI
[01:20:52] 这种机器自动化的东西
[01:20:54] 那其实呢简单来讲
[01:20:56] 这个呢就是一个
[01:20:58] 全世界
[01:21:00] 最高科技的IKEA
[01:21:02] ok最高科技的
[01:21:04] 宜家家具
[01:21:06] 哦真的
[01:21:08] ok怎么说呢
[01:21:10] 其实你在做什么
[01:21:12] 你在做一个全世界最高科技
[01:21:14] 的橱柜
[01:21:16] 怎么样最高科技呢
[01:21:18] 第一要是最轻的
[01:21:20] 然后第二
[01:21:22] 就是在最轻之下
[01:21:24] 还要能够承受到所有家具
[01:21:26] 都没有办法承受的这种的重力
[01:21:28] 并且要几倍以上的重力
[01:21:30] 这就是我那个时候其实
[01:21:32] 主要ok在做的这个一个
[01:21:34] 工程的问题
[01:21:36] 那还有第三
[01:21:38] 你身为在这所有的东西的中心
[01:21:40] 你怎么样跟所有的系统
[01:21:42] 这样的这个共合
[01:21:44] ok就是系统的这两点
[01:21:46] 你怎么样做一个最强的宜家
[01:21:48] 给你怎么样跟所有的东西
[01:21:50] 的这样的共合
[01:21:52] 的这样协调
[01:21:54] 因为这些东西肯定并不存在
[01:21:56] 还要定制是吗
[01:21:58] 不止定制
[01:22:00] 完全是很多时候我们要自己开发的
