[00:00:00] Hello 大家好,我是小骏
[00:00:03] 今天我们的嘉宾是游凯超
[01:03:54] 所以这个合作也比较自然
[01:03:56] 但是就是PyTorch基金会
[01:03:58] 它本身呢
[01:03:59] 还是一个
[01:04:00] 偏治理结构的一个基金会
[01:04:03] 就是它不参与
[01:04:04] 你的这个技术治理
[01:04:05] 所以代码什么的
[01:04:06] 其实还是自己要写
[01:04:07] 然后呢
[01:04:08] 它更多的还是
[01:04:09] 就是我们把这个项目
[01:04:11] 捐给这个基金会
[01:04:12] 然后呢
[01:04:12] 就意味着说
[01:04:13] 这个项目它至少
[01:04:14] 不会变成一个
[01:04:15] 必源的项目
[01:04:16] 就是它始终是开源的
[01:04:18] 但是后来你们又成立
[01:04:19] 公司
[01:04:19] 对成立公司
[01:04:21] 我们是在做这个
[01:04:22] 项目的商业化
[01:04:24] 以及技术运维
[01:04:25] 然后呢
[01:04:26] 这个项目它依然是一个
[01:04:28] PyTorch基金会下面的项目
[01:04:29] 就比如说
[01:04:30] PyTorch基金会下面
[01:04:32] 它有好多一级的
[01:04:33] 就是顶级项目
[01:04:34] 那比如说
[01:04:35] PyTorch也是一个顶级项目
[01:04:37] VOM也是一个顶级项目
[01:04:38] 那么PyTorch项目本身
[01:04:41] 它还是Meta在做主导
[01:04:44] 那么基金会
[01:04:45] 它可能承担了一些
[01:04:46] 比如说
[01:04:47] 活动的举办
[01:04:49] 然后呢
[01:04:50] 像这个VOM
[01:04:51] 或者和PyTorch的商标
[01:04:53] 属于PyTorch基金会
[01:04:55] 所以它更多的是一些
[01:04:56] 辅助性的角色
[01:04:59] 所以它能承诺的是
[01:05:00] 你们必须是一个开源项目
[01:05:02] 它能够保持
[01:05:03] 保证这个事情
[01:05:04] 因为比如说
[01:05:05] VOM的商标
[01:05:05] 现在是属于PyTorch基金会的
[01:05:07] 对吧
[01:05:08] 那你不能把VOM
[01:05:09] 避养了之后
[01:05:09] 然后再说我这是VOM项目
[01:05:11] 为什么不能属于伯克利呢
[01:05:13] 为什么一定要属于
[01:05:14] 一个基金会
[01:05:14] 伯克利它是一个学校
[01:05:17] 那么你说这个项目
[01:05:18] 属于一个基金会
[01:05:19] 属于一个学校的时候
[01:05:19] 你还是要从学校里面
[01:05:21] 找出一个具体的人
[01:05:22] 来承担这个职责的
[01:05:23] 那么学校里面
[01:05:24] 没有一个这样的机构
[01:05:25] Stoic老师他自己不行吗
[01:05:27] 他那个实验室
[01:05:28] 实验室就是
[01:05:30] 前面说到
[01:05:31] 就是David Patterson老师说
[01:05:32] 你实验室应该只开五年
[01:05:33] 五年之后你就要关掉
[01:05:35] 你要开一个新的实验室
[01:05:36] 所以实验室
[01:05:38] 它不是一个
[01:05:39] 具备这样资格的一个实体
[01:05:41] 它需要一个持续性
[01:05:42] 对
[01:05:43] 而基金会能提供这个
[01:05:45] 对基金会
[01:05:45] 它是一个独立的法人实体
[01:05:48] 所以它可以
[01:05:49] 做各种
[01:05:49] 比如说它可以注册商标
[01:05:51] 对吧
[01:05:51] 它可以有自己的法律团队
[01:05:53] 然后呢
[01:05:54] 它可以接受募捐
[01:05:56] 然后呢
[01:05:57] 它可以为这个项目
[01:05:58] 投入各种各样的资源
[01:05:59] 所以捐给基金会
[01:06:02] 意味着
[01:06:02] 就是你们这
[01:06:03] 创始团队这些人
[01:06:05] 觉得他应该
[01:06:06] 做一个开源项目
[01:06:07] 持续下去
[01:06:08] 有没有可能
[01:06:09] 你们也有另外一种选择
[01:06:10] 因为你们后来
[01:06:10] 也成立公司了嘛
[01:06:11] 就是把这个项目
[01:06:12] 放在公司里一起命运
[01:06:13] 这个能成为一个选项吗
[01:06:15] 我们公司现在
[01:06:17] 就是为我们项目的
[01:06:18] 技术
[01:06:19] 技术
[01:06:19] 技术
[01:06:19] 管理和日常运营的
[01:06:20] 主要的参与者
[01:06:22] 所以说
[01:06:23] 我们把这个项目
[01:06:24] 捐给PyTorch基金会
[01:06:25] 更多是从
[01:06:26] 法律上
[01:06:27] 明确了
[01:06:28] 它一直是一个开源项目
[01:06:30] 而且它的商标
[01:06:31] 属于社区
[01:06:31] 但是它的具体的
[01:06:33] 技术发展
[01:06:34] 以及它的商业化
[01:06:35] 我们都是可以
[01:06:36] 由我们公司来做的
[01:06:37] 当然也不只是
[01:06:38] 我们公司在做
[01:06:39] 还有社区里面
[01:06:40] 其他的公司
[01:06:41] 比如说Red Hat
[01:06:42] 那比如说Invidia
[01:06:43] AMD
[01:06:43] 他们都在跟我们一起
[01:06:45] 做技术的维护
[01:06:45] 他们也可以对这个项目
[01:06:47] 进行一些商业化
[01:06:48] 如果这个项目
[01:06:49] 属于你们的话
[01:06:49] 那这个项目的
[01:06:50] 所有商业化
[01:06:51] 都应该是你们
[01:06:51] 这个公司的实体
[01:06:52] 对
[01:06:53] 如果这个项目
[01:06:54] 属于我们公司
[01:06:55] 那可能它的商标
[01:06:56] 也会属于我们公司
[01:06:57] 对吧
[01:06:58] 那么任何一个人
[01:06:59] 他用VM
[01:07:00] 他用了他的logo
[01:07:01] 可能都是要向我们申请
[01:07:02] 那现在它是属于
[01:07:04] 一个开源项目
[01:07:05] 它的这个像商标
[01:07:06] 使用权
[01:07:07] 都是在公共领域的
[01:07:09] 我们只是作为
[01:07:10] 一个技术参与者
[01:07:11] 和技术领导者
[01:07:12] 在引领它的发展
[01:07:13] 在就是捐给
[01:07:15] PyTorch基金会
[01:07:16] 把这个项目
[01:07:17] 捐给PyTorch基金会的时候
[01:07:18] 你们已经有成立
[01:07:19] 公司打算了吗
[01:07:20] 就是当时这个事定了没
[01:07:21] 还没有定
[01:07:22] 所以是先有的捐赠
[01:07:24] 对
[01:07:26] 这个可能就是
[01:07:27] 可以说到我们几个人
[01:07:30] 这个成立公司的
[01:07:31] 这个过程吧
[01:07:32] 就是其实是
[01:07:34] 相当的艰难的
[01:07:36] 因为
[01:07:37] 就是杨斯多伊克老师
[01:07:39] 他有非常坚定的信念
[01:07:40] 就是说
[01:07:41] 这么大一个项目
[01:07:43] 如果没有一个公司
[01:07:44] 来支撑的话
[01:07:45] 它一定会凉了
[01:07:46] 所以我们
[01:07:47] 就是他说的就是
[01:07:48] Linux项目
[01:07:49] 如果没有Red Hat的支持
[01:07:50] 那么Linux不会发展到今天
[01:07:52] 然后同样的
[01:07:53] 像这个Kubernetes
[01:07:54] 如果没有Google的支持
[01:07:56] 它不会发展到今天
[01:07:57] 同样的PyTorch
[01:07:59] 如果没有Meta的支持
[01:08:00] 它不会发展到今天
[01:08:01] 类似的
[01:08:02] 你还可以举很多很多的例子
[01:08:04] 像Spark
[01:08:04] 它要有Databricks的支持
[01:08:06] 那么VLM项目
[01:08:08] 它的体量
[01:08:09] 已经达到了
[01:08:10] 前几个项目的体量
[01:08:11] 就是它的历史意义
[01:08:13] 已经很明显了
[01:08:14] 但是没有一个
[01:08:16] 没有一个这样的
[01:08:17] 公司在支持这样的项目
[01:08:19] 就是有一些其他的公司
[01:08:21] 也会支持
[01:08:22] 比如说
[01:08:22] 当时Meta在用VLM
[01:08:24] 然后Invidia也用
[01:08:26] AMD也用
[01:08:27] 那么他们更多是一个
[01:08:28] 参与者的决策
[01:08:30] 他们很难做出一些
[01:08:31] 这个战略性的决策
[01:08:34] 他们之间可能
[01:08:35] 本来就会打架
[01:08:35] 因为可能Meta
[01:08:37] 是AMD和Invidia的客户
[01:08:38] 然后呢
[01:08:39] 他可能会说
[01:08:40] 我要做这样的事情
[01:08:41] 然后呢
[01:08:41] 我要
[01:08:41] 要你们实现什么样的东西
[01:08:43] 那么社区里面
[01:08:45] 其他的公司
[01:08:45] 可能不会
[01:08:46] 辅助
[01:08:46] 他们
[01:08:47] 所以很难在他们的领导下
[01:08:49] 做这样的事情
[01:08:49] 所以
[01:08:50] VLM项目的
[01:08:53] 长期发展
[01:08:55] 需要一家公司的支持
[01:08:56] 这个事情是非常明确的
[01:08:58] 我们也都是认同的
[01:09:00] 唯一需要我们明确的是
[01:09:03] 我们是否愿意来创立这家公司
[01:09:05] 那么这个事情
[01:09:07] 其实是很难做决定的
[01:09:09] 这个我可以说一下
[01:09:10] 我们几个人的
[01:09:12] 这个各自的心路历程
[01:09:13] 就是因为创立一家公司
[01:09:16] 它是很难做决定的
[01:09:16] 它的优点很明显
[01:09:18] 就是可以支持
[01:09:19] VLM更好的发展
[01:09:20] 你们也都能成为
[01:09:22] 这个公司的创始团队
[01:09:23] 很好啊
[01:09:24] 但是缺点就是说
[01:09:26] 你需要承担很多
[01:09:27] 原来不熟悉的一些
[01:09:28] 非技术的任务
[01:09:30] 比如说创立一家公司
[01:09:31] 你要去学习融资
[01:09:33] 对吧
[01:09:33] 你要去学习招聘
[01:09:34] 然后呢
[01:09:35] 你还要去考虑商业化
[01:09:36] 所以这里面其实是
[01:09:38] 有相当大的阻力在里面的
[01:09:41] 对
[01:09:41] 这个路线
[01:09:42] 似乎对你们好像不难
[01:09:44] 这几件事情
[01:09:45] 对
[01:09:46] 我们就是你要考虑到
[01:09:48] 我们其实都是学生团队
[01:09:49] 然后我们原来很习惯的
[01:09:51] 就是很舒适的那个区域
[01:09:53] 都是说
[01:09:54] 来了一个技术问题
[01:09:55] 我们怎么拆解它
[01:09:56] 然后怎么把这个技术问题解决掉
[01:09:58] 那么现在要我们做的是
[01:10:00] 成立一家公司
[01:10:01] 然后要把这个公司
[01:10:03] 就是抚养长大的感觉
[01:10:05] 所以对
[01:10:06] 这个路线的选择
[01:10:07] 其实就是困扰了我们两年吧
[01:10:09] 就是两年
[01:10:10] 对啊
[01:10:11] 就是因为我说
[01:10:12] 就是Young Stoica老师
[01:10:13] 他是非常明确的说
[01:10:14] 你们几个同学
[01:10:16] 就应该开
[01:10:16] 一家公司来支持VM
[01:10:18] 但是
[01:10:19] 从24年就开始说了
[01:10:20] 对
[01:10:21] OK
[01:10:21] 对从24年就开始说了
[01:10:23] 其实我觉得他应该
[01:10:24] 从23年就开始说了
[01:10:25] 只是23年的时候
[01:10:26] 我还不在
[01:10:26] 然后
[01:10:27] 这里面我们几个人的选择里面
[01:10:30] 我算是决定的比较早的
[01:10:32] 因为我24年就是
[01:10:34] 我还在交流的时候呢
[01:10:36] 我们已经有很多同学
[01:10:37] 在硅谷创业了
[01:10:39] 然后呢
[01:10:39] 我跟他们这个沟通的过程中
[01:10:41] 也是近距离观察了一下
[01:10:43] 这些创业者的一些状态
[01:10:45] 然后呢
[01:10:45] 也跟他们沟通了一下
[01:10:46] 这个创业过程中
[01:10:48] 遇到的问题
[01:10:48] 以及这个关键的选择就是
[01:10:50] 你是创业还是上班
[01:10:52] 对吧
[01:10:53] 然后呢
[01:10:53] 也是跟一些投资人
[01:10:54] 进行了一些初步的对话
[01:10:56] 然后最后我得出来的结论就是
[01:10:58] 即使创业失败
[01:11:00] 最坏的情况下
[01:11:02] 你也不过就是
[01:11:02] 少拿了几年工资
[01:11:03] 但是如果不创业的话
[01:11:06] 那么VM项目
[01:11:07] 最终没有办法长期发展
[01:11:09] 所以呢
[01:11:09] 我在24年年底
[01:11:11] 离开伯克利这个交流的时候
[01:11:13] 我就已经下定决心
[01:11:15] 要这个参与VM的
[01:11:16] 创业了
[01:11:16] 然后呢
[01:11:18] 当时因为其他几个人还没有定嘛
[01:11:20] 所以我也不能自己一个人创业
[01:11:22] 所以呢
[01:11:23] 我做的选择是
[01:11:24] 我接了这个Skylab的
[01:11:26] 这个博士后的offer
[01:11:27] 然后呢
[01:11:28] 我当时说的是
[01:11:29] 就是
[01:11:30] 我会为VM的创业公司
[01:11:32] 再等两年
[01:11:33] 直到大家出来一起创业
[01:11:35] 这么的义无反顾
[01:11:36] 还有一个故事就是
[01:11:39] 因为我当时快结束的
[01:11:41] 这个交流的时候
[01:11:42] 我也找这个
[01:11:44] 我当时本科期间交流的老师
[01:11:46] Michael Jordan老师聊了一下
[01:11:48] 然后我跟他说就是
[01:11:49] 我们现在做的VM项目
[01:11:51] 势头很好
[01:11:53] 但是呢
[01:11:54] 如果我去找别的工作
[01:11:55] 也会有很多人给我很多钱
[01:11:58] 然后呢
[01:11:59] 做博后又非常的清贫
[01:12:00] 那这个时候要怎么选
[01:12:03] 那他跟我说的就是
[01:12:05] 从他的角度来说
[01:12:08] 根据他过来的人的经验
[01:12:10] 长期的来看
[01:12:12] 肯定是要继续支持VM的
[01:12:14] 就是因为我跟他也合作过很多
[01:12:16] 然后
[01:12:16] 也觉得就是
[01:12:18] 这是过来人的这个
[01:12:20] 饱经沧桑的一个历史经验
[01:12:22] 然后也是
[01:12:22] 我觉得就是非常值得
[01:12:24] 就是遵守
[01:12:25] 所以这个大概是
[01:12:26] 我的一个心路立场
[01:12:28] 就是我觉得
[01:12:29] 我们最终还是要创业的
[01:12:31] 然后呢
[01:12:32] 现在只是时机未到
[01:12:34] 所以我就先等一等
[01:12:36] 所以你是第一个决定
[01:12:37] 要做这件事情的人
[01:12:38] 不好说我是不是第一个
[01:12:40] 但我是比较早决定的
[01:12:42] 然后我们的CEOSimon
[01:12:44] 他也是很早决定
[01:12:46] 要创业的
[01:12:46] 所以我说不好说
[01:12:48] 我跟他到底谁先
[01:12:49] 但是我们都比较早的确定
[01:12:51] 你有想过做CEO吗
[01:12:53] 我觉得我可能
[01:12:55] 可能他更适合CEO
[01:12:57] 因为当时我们这个
[01:12:58] 维护社区的分工方面
[01:13:00] 他就已经展现出一些
[01:13:02] CEO相关的能力了
[01:13:03] 就是在管理整个社区
[01:13:05] 然后跟大家进行一些沟通
[01:13:07] 所以我觉得明显
[01:13:09] 他是更适合CEO的
[01:13:10] 所以也就是说
[01:13:11] 为什么我不会一个人出来创业
[01:13:12] 因为我觉得人还不够
[01:13:14] 然后这个Simon
[01:13:16] 他不过是一个人
[01:13:16] 刚才就前面说到
[01:13:17] 他本来也有一些创业公司的经验
[01:13:19] 他已经参加过一些创业了
[01:13:21] 所以他也认为
[01:13:23] 他也认同杨斯维克老师的观点
[01:13:26] 其实我们都认同杨斯维克老师的观点
[01:13:28] 就是你必须得有一个公司来支持
[01:13:30] VM才能够长远的发展
[01:13:32] 只是我们当时就在犹豫
[01:13:33] 说这个公司是不是我们来开
[01:13:35] 然后Simon
[01:13:37] 他也在Character AI待过一段时间
[01:13:39] 所以他当时尝试过
[01:13:41] 通过Character AI的帮助
[01:13:43] 来帮助VM项目的发展
[01:13:45] 比如说
[01:13:46] 从Character AI里面
[01:13:48] 找几个人来维护VM
[01:13:50] 然后Character AI里面
[01:13:52] 找一些机器的资源来帮助VM
[01:13:54] 但是最终还是发现
[01:13:55] 没有办法靠别人
[01:13:57] 因为公司有自己的事情
[01:13:59] 你不可能把公司里面的人
[01:14:02] 无限制地薅来
[01:14:03] 做VM相关的事情
[01:14:05] 而且始终这不是我自己做出来的东西
[01:14:08] 我对他的感情是不一样的
[01:14:10] 对对对
[01:14:10] 所以说你在公司里面做
[01:14:12] 你只能有一个很小的团队
[01:14:14] 然后类似用爱发电的方式
[01:14:16] 来支持
[01:14:16] 你很难说服公司的高层说
[01:14:18] 我有一个正经业务的公司
[01:14:21] 然后我需要全力来支持
[01:14:22] VM开源项目的发展
[01:14:23] 所以最后就是发现
[01:14:25] 就是靠别的公司是靠不住的
[01:14:27] 所以摆在我们面前的选择
[01:14:29] 就是只有自己开公司
[01:14:31] 然后这个最摇摆的是
[01:14:34] 就是我们的CTO乌苏格同学
[01:14:36] 对啊
[01:14:37] 他是Page the Times的一座
[01:14:38] 对
[01:14:39] 然后他可以选择的机会太多了
[01:14:42] 对吧
[01:14:42] 就是24年
[01:14:44] 年初这个XAI刚创立的时候
[01:14:46] 其实当时这个马斯克就邀请他
[01:14:49] 去参加这个Infra的建设
[01:14:51] 就是他如果去
[01:14:52] 他就是领导XAI的这个基础建设
[01:14:56] 那尽管说XAI现在失败了
[01:14:59] 曲终人散了
[01:15:00] 但是如果他当时加入XAI
[01:15:02] 那么他后来能够获得的财富
[01:15:05] 对吧
[01:15:05] 就是这个是一个天文数字
[01:15:07] 25年的时候
[01:15:09] 这个Thinking Machine Labs创立
[01:15:10] 这个时候这个创始人又邀请他
[01:15:13] 去这个负责基础设施建设
[01:15:15] 对吧
[01:15:15] 对吧
[01:15:15] 对吧
[01:15:15] 对吧
[01:15:15] 对吧
[01:15:15] 对吧
